Subject_new,body_clean,topic_embed,topic_label,manual_label
Data Migration Protocol,yes correct michelle original message rub jenny sent wednesday february piper greg parsons andrew grant david cc cash michelle daniels eddy kitchen louise subject data migration protocol michelle correct wrong body email distributed yesterday afternoon says form sent linda guinn believe legal department enron assume person track report submitted certification letter jr original message piper greg sent wednesday february rub jenny parsons andrew grant david cc cash michelle daniels eddy kitchen louise subject data migration protocol ok individual responsible making sure plus people read pages protocol verify collect signed certification new ubs employee friday collect enrons copy hold coordinating ubs directly gp original message rub jenny sent wednesday february piper greg parsons andrew grant david cc cash michelle subject fw data migration protocol original message ubsw energy general announcements sent tuesday february pm dlubsw energy houston subject data migration protocol enron employees transferring ubs warburg energy affiliates terms various agreements certain enron entities ubs ag certain enron data documents provided ubs ensure compliance agreements enrons document retention policy directives various investigative agencies attached protocol regarding process migration information data ubs developed review protocol carefully complete attached certification return attachments linda guinn eb later february questions matter directed michelle cash francisco pintoleite protocol document data copy instructions file protocol regarding data document migrationdoc certification document file certificationdoc thank assistance making transition ubs success,0,Meeting Feedback,Legal / Compliance
EPE vs MAE Graph,confirm inferences southeast curve provided mae official capacity reference press release publication assume southeast curve predicts maximum marginal cost expected dispatched period correct peak demand periods prediction intraday basis graph predict epes cost southeast curve epect dispatch felipe ospina pm rob g gaynaenronenron richard lammerssaenronenron tracee bersaniect christiaan huizerenrondevelopmentenrondevelopment laine powellenrondevelopmentenrondevelopment cc subject epe vs mae graph discussed conference graph mae forward curve vs epe marginal cost provided christiaan assumes epes marginal cost remains rmwh aug think case gas arrives plant increases mw forward curve dec impact dry season beginning mid year sept laine suggesting,0,Meeting Feedback,Finance / Budget
Enron Center Garage,want parking space new garage let know need parking transportationenron sent deshonda hamiltonenron pm brad alfordnaenronenron megan angelosenronenronxgate suzanne adamshouectect john allarioenronenronxgate phillip k allenhouectect irma alvarezenronenronxgate airam arteagahouectect berney c aucoinhouectect peggy banczakhouectect robin barbehouectect edward d baughmanenronenronxgate pam bectonenronenronxgate corry bentleyhouectect patricia bloomenronenronxgate sandra f brawnerhouectect jerry britainenronenronxgate lisa billsenronenronxgate michelle blaineenronenronxgate eric boytcorpenronenron cheryl arguijoenronenronxgate jeff aderhoueesees mark bernsteinhoueesees kimberly brownhouectect gary bryanhouectect rebecca w cantrellhouectect bob carterhouectect carol carterenronenronxgate carmen chaviraenronenronxgate christopher k clarkenronenronxgate morris richard clarkenronenronxgate terri clyneshouectect karla compeanenronenronxgate ruth concannonhouectect patrick connerhouectect sheri l cromwellenronenronxgate edith crosshouectect martin cuillahouectect mike curryenronenronxgate michael danielsonsfectect peter del vecchiohouectect barbara g dillardcorpenronenronect rufino doroteoenronenronxgate christine drummondhouectect tom duttahouectect laynie eastenronenronxgate john enersonhouectect david fairleyenronenronxgate nony floreshouectect craig foxenronenronxgate julie s gartnerenronenronxgate maria garzahouectect chris germanyhouectect monica butlerenronenronxgate chris clarknaenronenron christopher coffmancorpenronenron ron cokercorpenronenron john colemanewcenronenron nicki dawenronenronxgate ranabir duttenronenronxgate kurt eggebrechtenronenronxgate marsha francisenronenronxgate robert h georgenaenronenron nancy corbetenrondevelopmentenrondevelopment margaret doucetteenrondevelopmentenrondevelopment maria e garciaenrondevelopmentenrondevelopment humberto cubillosuejbehoueesees barton clarkhouectect ned e cradyenrondevelopmentenrondevelopment stinson gibnerhouectect stacy gibsonenronenronxgate george n gilberthouectect mathew gimblehouectect barbara n grayhouectect alisa greenenronenronxgate robert greerhouectect wayne greshamhouectect mike grigsbyhouectect linda r guinnhouectect cathy l harrishouectect tosha hendersonhouectect scott hendricksonhouectect nick hiemstrahouectect kimberly hillisenronenronxgate dorie hitchcockhouectect jeffrey t hodgehouectect georgeanne hodgesenronenronxgate jeff hooverhouectect brad hornhouectect john househouectect joseph hrgovcicenronenronxgate dan j hyvlhouectect steve irvinhouectect rhett jacksonenronenronxgate patrick johnsonhouectect amy jonenronenronxgate tana joneshouectect peter f keaveyhouectect jeffrey keenanhouectect brian kerriganenronenronxgate kyle kettlerhouectect faith killenenronenronxgate joe gordonenronenronxgate bruce harrisnaenronenron chris herronenronenronxgate melissa jonesnaenronenron lynna kacalenronenronxgate allan keelenronenronxgate mary kimballnaenronenron bruce goldenenrondevelopmentenrondevelopment kim hickokenrondevelopmentenrondevelopment elizabeth howleyhoueesees john kingenron communicationsenron communications jeff kinnemanenronenronxgate troy klussmannenronenronxgate mark knippahouectect deb korkmashouectect heather krollenronenronxgate kevin kuykendallhouectect matthew lenharthouectect andrew h lewishouectect lindsay longenronenronxgate blanca lopezenronenronxgate gretchen lotzhouectect dan lyonshouectect molly mageeenronenronxgate kelly mahmoudhouectect david markshouectect greg martinhouectect jennifer martinezhouectect deirdre mccaffreyhouectect george mccormickenronenronxgate travis mcculloughhouectect brad mckayhouectect brad mcsherryenronenronxgate lisa mellencamphouectect kim melodickenronenronxgate chris meyerhouectect mike j millerhouectect don millerhouectect patrice l mimshouectect yvette miroballienronenronxgate fred mitrohouectect eric moonhouectect janice r moorehouectect greg krausecorpenronenron steven krimskycorpenronenron shahnaz lakhonaenronenron chris lenartowiczcorpenronenron kay manncorpenronenron judy martinezenronenronxgate jesus melendrezenronenronxgate michael l millernaenronenron stephanie millercorpenronenron veronica montielenrondevelopmentenrondevelopment kenneth krasnyenronenronxgate janet h moorehouectect brad morsehouectect scott nealhouectect gerald nemechouectect jesse neymanhouectect mary ogdenhouectect sandy olitskyhouectect roger ondrekoenronenronxgate ozzie paganenronenronxgate rhonna palmerenronenronxgate anita k pattonhouectect laura r penahouectect susan w pereirahouectect debra perlingierehouectect john peytonhouectect paul pizzolatoenronenronxgate laura podurgielhouectect david portzhouectect joan quickenronenronxgate dutch quigleyhouectect pat radfordhouectect ina rangelhouectect robert w rimbauhouectect andrea ringhouectect amy riosenronenronxgate benjamin rogershouectect kevin ruscittihouectect elizabeth sagerhouectect richard b sandershouectect janelle scheuerenronenronxgate lance schulerlegalhouectect sara shackletonhouectect jean mrhanaenronenron caroline nugentenronenronxgate richard orellanaenronenronxgate michelle parksenronenronxgate steve pruettenronenronxgate mitch robinsoncorpenronenron susan muschenronenronxgate larry pardueenrondevelopmentenrondevelopment daniel r rogersenrondevelopmentenrondevelopment frank sayreenrondevelopmentenrondevelopment kevin p radouscorpenronenron tammy r shepperdenronenronxgate cris shermanenronenronxgate hunter s shivelyhouectect lisa shoemakehouectect james simpsonhouectect jeanie sloneenronenronxgate gregory p smithenronenronxgate susan smithenronenronxgate f smithenronenronxgate maureen smithhouectect shari stackhouectect geoff storeyhouectect fletcher j sturmhouectect john swaffordenronenronxgate ron tapscotthouectect mark taylorhouectect stephen thomehouectect larry valderramaenronenronxgate steve van hooserhouectect hope vargasenronenronxgate brian vasshouectect victoria versenhouectect charles vettershouectect janet h wallishouectect samuel wehnhouectect jason r wiesepapehouectect allen wilhitehouectect williamspdxectect stephen wolfeenronenronxgate stuart zismanhouectect george zivichouectect mary sontagenronenronxgate eric thodecorpenronenron carl tricolicorpenronenron shiji varkeyenronenronxgate frank w vickersnaenronenron greg whitingenronenronxgate becky youngnaenronenron emily adamoenronenronxgate jacqueline p adamshouectect janie aguayohouectect peggy alixenronenronxgate thresa allenhouectect sherry anastashouectect kristin armstrongenronenronxgate veronica arriagahouectect susie ayalahouectect natalie bakerhouectect michael barberenronenronxgate gloria g barkowskyhouectect wilma bleshmanenronenronxgate dan bruceenronenronxgate richard burchfieldenronenronxgate anthony camposhouectect sylvia camposhouectect betty chanenronenronxgate jason chumleyenronenronxgate marilyn colberthouectect audrey cookhouectect diane h cookhouectect magdelena cruzenronenronxgate bridgette andersoncorpenronenron walt appelenronenronxgate david berberianenronenronxgate sherry butlerenronenronxgate rosie castilloenronenronxgate christopher b clarkcorpenronenron patrick davisenronenronxgate larry cashenron communicationsenron communications mathis connerenronenronxgate lawrence r dazeenronenronxgate rhonda l dentonhouectect bradley diebnerenronenronxgate anna m docwrahouectect kenneth dsilvahouectect karen easleyhouectect kenneth w ellermanenronenronxgate allen elliottenronenronxgate rene enriquezenronenronxgate soolian eng ervinenronenronxgate irene flynnhouectect christopher funkenronenronxgate jim fussellenronenronxgate clarissa garciahouectect lisa gillettehouectect carolyn gilleyhouectect gerri gosnellhouectect jeffrey c gossetthouectect michael guadarramaenronenronxgate victor guggenheimhouectect cynthia hakemackhouectect kenneth m harmonenronenronxgate susan harrisonenronenronxgate elizabeth l hernandezhouectect meredith homcohouectect alton honorehouectect roberto deleonenronenronxgate jay desaihrcorpenronenron hal elrodenronenronxgate paul finkenenronenronxgate brenda florescuellarenronenronxgate irma fuentesenronenronxgate jim gearhartenronenronxgate camille gerardcorpenronenron sharon gonzalesnaenronenron carolyn grahamenronenronxgate thomas d grosenronenronxgate sam guerreroenronenronxgate andrew hawthornenronenronxgate katherine herreracorpenronenron christopher duckerenronenronxgate jarod jensonenronenronxgate wenyao jiaenronenronxgate kam keiserhouectect katherine l kellyhouectect william kellyhouectect dawn c kennehouectect lisa kinseyhouectect victor lamadridhouectect karen lamberthouectect jenny lathamhouectect jonathan leenronenronxgate lisa leeshouectect kori loiblhouectect duong luuenronenronxgate shari maohouectect david maxwellenronenronxgate mark mcclurehouectect doug mcdowellenronenronxgate gregory mcintyreenronenronxgate darren mcnairenronenronxgate keith meurerenronenronxgate jackie morganhouectect melissa ann murphyhouectect gary nelsonhouectect michael nevesenronenronxgate joanie h ngohouectect thu t nguyenhouectect angela hyltonenronenronxgate jeff johnsonenronenronxgate laura johnsonenronenronxgate robert w jonesenronenronxgate kara knopenronenronxgate john letvinenronenronxgate kathy linkenronenronxgate teresa mcombernaenronenron james mooreenronenronxgate jennifer nguyencorpenronenron thuha nguyenenronenronxgate george nguyenenronenronxgate reina mendezenronenronxgate frank karbarzenron communicationsenron communications william mayenron communicationsenron communications john nordenenronenronxgate kimberly s olingerhouectect richard pinionhouectect bryan powellenronenronxgate phillip c randleenronenronxgate leslie reeveshouectect stacey richardsonhouectect drew riesenronenronxgate jose ruizmadectect tammie schoppehouectect mark l schrabhouectect sherlyn schumackhouectect susan m scotthouectect stephanie severhouectect russ seversonhouectect john shupakenronenronxgate bruce smithenronenronxgate george f smithhouectect f smithenronenronxgate mary solmonsonenronenronxgate sai sreeramahouectect mechelle stevenshouectect patti sullivanhouectect robert supertyhouectect michael swaimenronenronxgate janette oquendoenronenronxgate ryan orsakenronenronxgate mark palmercorpenronenron michael k patrickenronenronxgate john pavettoenronenronxgate catherine pernotenronenronxgate john d reeseenronenronxgate sandy rivasenronenronxgate sean sargentenronenronxgate vanessa schulteenronenronxgate rex shelbyenronenronxgate jeffrey snyderenronenronxgate joe steeleenronenronxgate omar tahaenronenronxgate diana petersenronenronxgateenrondevelopment harry swintonenronenronxgate james postenron communicationsenron communications mable tangenronenronxgate sheri thomashouectect alfonso trabulsihouectect susan d trevinohouectect connie truongenronenronxgate khadiza uddinenronenronxgate adarsh vakhariahouectect rennu vargheseenronenronxgate kimberly vaughnhouectect judy waltershouectect mary weatherstoneenronenronxgate stacey w whitehouectect jason williamshouectect scott williamsonenronenronxgate oneal d winfreehouectect jeremy wongenronenronxgate rita wynnehouectect steve tenneyenronenronxgate todd thelenenronenronxgate n jessie wangenronenronxgate gwendolyn williamsenronenronxgate dejoun windlesscorpenronenron jeanne wukaschcorpenronenron lisa yarbroughenronenronxgate zamerenronenronxgate ned higginshouectect saji johnenron communicationsenron communications francisco pinto leiteenrondevelopmentenrondevelopment barry tycholiznaenronenron bob m hallnaenronenron pamela brownnaenronenron gerri gosnellhouectect cc louis allenepschouectect raquel lopezcorpenronenron subject enron center garage enron center garage opening soon employees work business units scheduled new building currently park allen center met garages offered parking space new enron center garage offer receive initial migration new garage spaces filled come served basis cost new garage allen center garage currently month company subsidy leaving monthly employee cost choose accept offer time add enron center garage waiting list later day offers spaces available saturn ring connects garage buildings opened summer initial parkers use street level entrance enron center north saturn ring access available garage stairways elevator lobbies floor used exit event elevator trouble interested accepting offer reply email parking transportation soon reach decision following email arrangements turn old parking card receive parking transponder new information packet new garage parking transportation desk reached email parking transportationcorpenron questions enter exit clay st weeks pedestrians use garage stairwell located corner bell smith,0,Meeting Feedback,Meeting / Scheduling
Revised Price Cap Media Draft,jeff ill working pr activities issue ive revisions draft approaches messages lets discuss later morning,0,Meeting Feedback,Finance / Budget
ENRON Master Gas Agreement,disregard previous email oversight concerning exhibit d make revisions noted send agreement execution,0,Meeting Feedback,Other / Uncategorized
Employee Profile Peggy Hedstrom,attached correct version disregard earlier version form sent chris shenkman dawn doucet version complete,0,Meeting Feedback,HR / Personal
Midwestern closing press release,looks fine beth jensen pm stanley hortoncorpenronenron mark koenigcorpenronenron paula riekercorpenron scott vonderheidecorpenron hardie daviscorpenron cc ellen konsdorfnpngenronenron lisa olsonnpngenronenron beth jensennpngenronenron subject midwestern closing press release attached final draft midwestern acquisition press release provide comments pm tomorrow dont hear assume comments targeting monday release market opens,0,Meeting Feedback,Legal / Compliance
CNGPeoples Natural Gas,volumes power gas marketing sale clinton clinton agreed pay deal number sale clinton forwarded chris germanyhouect gloria g barkowsky pm chris germanyhouectect wade r pricehouectect donnie myersnaenronenron cc subject cngpeoples natural gas volumes phillips changed dth mcf volumes phillips changed dth mfc changes given donnie myers,0,Meeting Feedback,Finance / Budget
AssociateAnalyst Fall Recruiting,enron managers directors vice presidents managing directors utili ze associateanalyst pool associate analyst department finalized fall recruiting dates important recruiting effort final round interviews conducted enron building selected weekends october november december famous super saturdays invite attend participate process need approximately volunteers super saturday participate eith er dinners friday night interview process saturday mo information available closer dates mark calendars following super saturday weekends save dates october november november november december december,0,Meeting Feedback,Meeting / Scheduling
sprinfsapfilesifoutENWWXLS,respond emailthis account monitored ap user attached isare payment proposals business unit review forward approverscao thank sap ap team enwwxls,0,Meeting Feedback,Finance / Budget
FW A Tribute to the United States,original message bauer john w mr usachppm sent thursday september chppmdehe tse subject fw tribute united states j b original message kistner stephen l mr usachppm sent thursday september chppmdirectors plus subject fw tribute united states fyi steve subject fw tribute united states time noticed words encouragement canadians tribute united states canadian newspaper worth sharing america good neighbor widespread partial news coverage given recently remarkable editorial broadcast toronto gordon sinclair canadian television commentator follows text trenchant remarks printed congressional record canadian thinks time speak americans generous possibly appreciated people earth germany japan lesser extent britain italy lifted debris war americans poured billions dollars forgave billions debts countries today paying remaining debts united states france danger collapsing americans propped reward insulted swindled streets paris saw earthquakes hit distant cities united states hurries help spring american communities flattened tornadoes helped marshall plan truman policy pumped billions dollars discouraged countries newspapers countries writing decadent warmongering americans id like just countries gloating erosion united states dollar build airplane does country world plane equal boeing jumbo jet lockheed tristar douglas dc dont fly international lines russia fly american planes does land earth consider putting man woman moon talk japanese technocracy radios talk german technocracy automobiles talk american technocracy men moon times safely home talk scandals americans theirs right store window everybody look draftdodgers pursued hounded streets unless breaking canadian laws getting american dollars ma pa home spend railways france germany india breaking age americans rebuilt pennsylvania railroad new york central went broke loaned old caboose broke times americans raced help people trouble time raced americans trouble dont think outside help san francisco earthquake neighbors faced im canadian damned tired hearing kicked come thing flag high entitled thumb nose lands gloating present troubles hope canada incoming mail certified virus free checked avg antivirus  version virus database release date outgoing mail certified virus free checked avg antivirus  version virus database release date,0,Meeting Feedback,Legal / Compliance
FW Lite Bytz RSVP,designate going gp original message enron announcementscorpenronenron behalf lite bytzenron sent sunday april pm enwemployeeshoustonenron subject lite bytz rsvp weeks lite bytz presentation feature following appz speaker hal elrod commoditylogic thursday april signed rsvp email litebytzenroncom end day tuesday april remember brown bag eventso bring lunch provide ,0,Meeting Feedback,Legal / Compliance
Big Poppa is a Calling,amber actually successful househunting weekend molly decided bargain minute turns finding bedroom house lot easier cheaper bedroom places ne look great mark calendar housewarming party couple weeks far vietnam vacations dont near future difficult seriously favorite phrases baby poppa gods sake secondly countries list places precede vietnam finally sounds little precarious fly halfway world visit hardly know denial status man significant tell chris ill kate knebelrobert hpvancouverex robertknebelhpcom katesymesenroncom katesymesenroncom cc subject big poppa calling kate ill lay date destiny stuffi bored weekend did amber house hunting great time beach boys chris asked tell wants come vietnam care roberto original message katesymesenroncom sent friday january pm robertknebelhpcom subject big poppa calling pretty tired understatement century way kick new years resolution staying home weeknights things promise worse think amber getting place im sure ill survive month kind social life know date destiny getting little old come original kate,0,Meeting Feedback,Meeting / Scheduling
Animals In Action,wilma perverted idea gave butterflies stomach wanted suck sexcrazed beasts huge cock favorite fantasy tempting resist continuedclick enter removed house mailing list click automatically removed future mailings received email requesting information sites used email address received email error accept apologies,0,Meeting Feedback,Meeting / Scheduling
equity confirm,promise morning afternoon care sara shackleton sarashackletonenroncom dmitchelcwtcom cc subject equity confirm good morning david just hoping confirm sent morning need review commercial guys,0,Meeting Feedback,Other / Uncategorized
Daily Agenda,daily agenda tuesday june todays events sacramento sen betty karnette holds news conference discuss efforts bigrig trucks roads small accommodate capitol room contact ted muhlhauser pm lodi republican gubernatorial candidate william simon meets lodi police chief jerry adams w elm street followed meeting director lodi municipal utility district s ham lane contact jeff flint news sacbee weintraub jones offers weak challenge davis far  sacbee walters squabbling economic uncertainties darken state budget negotiations  la times ingram bustillo panel oks subpoenas energy companies  sf chronicle salladay privacy measures advancing defeat  committee state budget conference committee senate chair room squawk box today floor assembly session squawk box assembly tv ch senate session squawk box senate tv ch richard costigan iii chief staff office assembly republican leader california state assembly phone,0,Meeting Feedback,Meeting / Scheduling
